startup_name,sector,subvertical,city,investors,investment_type,amount_usd,date,source_period,year,sector_clean
CoreConnect,E-Commerce,Quick Commerce,Delhi,"Lightspeed India, Omidyar Network",Series A,5554000.0,2022-09-18,recent_2020_2025,2022,Ecommerce
HyperLabs,Saas,HRTech,Chennai,"A91 Partners, SoftBank Vision Fund",Seed,175000.0,2022-01-28,recent_2020_2025,2022,SaaS
InMobi,E-Commerce,D2C,Kolkata,Elevation Capital,Seed,181000.0,2020-07-17,recent_2020_2025,2020,Ecommerce
AeroHub,Foodtech,Cloud Kitchen,Delhi,"Blume Ventures, Kedaara Capital",Series C,142830000.0,2025-03-27,recent_2020_2025,2025,Foodtech
NextSense,Mobility,EV,Kolkata,Accel,Growth,533548000.0,2022-10-15,recent_2020_2025,2022,Mobility
DriveFit,Edtech,K12,Ahmedabad,Mirae Asset,Pre-Series A,771000.0,2020-04-13,recent_2020_2025,2020,Edtech
CoreSpace,Fintech,Payments,Chennai,"Kalaari Capital, Tiger Global, Y Combinator",Seed,888000.0,2021-06-25,recent_2020_2025,2021,Fintech
Udaan,Agritech,Marketplace,Gurugram,Kalaari Capital,Pre-Series A,439000.0,2021-08-14,recent_2020_2025,2021,Agritech
EduBox,Logistics,Fleet Management,Ahmedabad,Kalaari Capital,Seed,68000.0,2025-06-19,recent_2020_2025,2025,Logistics
BlueSpace,Saas,DevTools,Gurugram,Tiger Global,Series A,1549000.0,2022-04-02,recent_2020_2025,2022,SaaS
WorkStack,Mobility,EV,Delhi,SoftBank Vision Fund,Series A,11397000.0,2022-11-21,recent_2020_2025,2022,Mobility
FoodLoop,Agritech,Marketplace,Hyderabad,"Falcon Edge, Kedaara Capital",Series A,5167000.0,2022-11-04,recent_2020_2025,2022,Agritech
Delhivery,Consumer Electronics,Audio,Pune,"Bessemer Venture Partners, Omidyar Network",Seed,52000.0,2020-08-12,recent_2020_2025,2020,Consumer Electronics
GrowthFlow,Logistics,Fleet Management,Ahmedabad,Omidyar Network,Series A,1316000.0,2024-01-17,recent_2020_2025,2024,Logistics
Lenskart,Mobility,Micro Mobility,Ahmedabad,Zodius Capital,Series C,120606000.0,2022-02-17,recent_2020_2025,2022,Mobility
HomeMart_208,Media,Social,Gurugram,"Nexus Venture Partners, Prosus Ventures",Pre-Seed,20000.0,2021-10-04,recent_2020_2025,2021,Media
Flipkart,Mobility,Micro Mobility,Kolkata,"Lightspeed India, Nexus Venture Partners, Tiger Global",Growth,76432000.0,2024-02-15,recent_2020_2025,2024,Mobility
NeoSense,Consumer Electronics,Smart Home,Chennai,"LCatterton, SoftBank Vision Fund",Seed,379000.0,2020-12-20,recent_2020_2025,2020,Consumer Electronics
AgriFit,Enterprise,Automation,Hyderabad,Elevation Capital,Series A,6512000.0,2021-01-28,recent_2020_2025,2021,Enterprise
Delhivery,Edtech,UpSkilling,Hyderabad,"A91 Partners, Mirae Asset",Series B,30480000.0,2023-11-14,recent_2020_2025,2023,Edtech
SkillSolutions,Agritech,Marketplace,Noida,"Peak XV, Zodius Capital",Pre-Series A,168000.0,2025-06-30,recent_2020_2025,2025,Agritech
GreenConnect,Logistics,Fleet Management,Mumbai,"Lightspeed India, Matrix Partners India, Mirae Asset",Seed,692000.0,2022-06-24,recent_2020_2025,2022,Logistics
SkillFlow,Media,Content,Delhi,"Matrix Partners India, Tiger Global",Seed,120000.0,2024-02-26,recent_2020_2025,2024,Media
Zepto,Realestate,PropTech,Bengaluru,"Mirae Asset, Nexus Venture Partners, Prosus Ventures",Seed,166000.0,2021-11-07,recent_2020_2025,2021,Real Estate
NextSense,Consumer Electronics,Wearables,Gurugram,Elevation Capital,Series C,150998000.0,2021-08-11,recent_2020_2025,2021,Consumer Electronics
HealthWorks,E-Commerce,Grocery,Gurugram,LCatterton,Series A,5808000.0,2024-01-20,recent_2020_2025,2024,Ecommerce
NoBroker,Foodtech,Cloud Kitchen,Bengaluru,"Blume Ventures, Ventures India",Debt,19590000.0,2022-03-24,recent_2020_2025,2022,Foodtech
Cars24,Fintech,Payments,Hyderabad,Elevation Capital,Series A,5935000.0,2020-08-07,recent_2020_2025,2020,Fintech
NimbusLabs,Healthtech,Health Analytics,Hyderabad,Blume Ventures,Seed,407000.0,2020-08-18,recent_2020_2025,2020,Healthtech
LogiRise,Media,Social,Bengaluru,A91 Partners,Series B,6483000.0,2024-06-07,recent_2020_2025,2024,Media
CloudLabs,Enterprise,Automation,Chennai,Accel,Series C,54137000.0,2022-11-21,recent_2020_2025,2022,Enterprise
Wakefit,Healthtech,Diagnostics,Kolkata,Matrix Partners India,Seed,133000.0,2021-05-23,recent_2020_2025,2021,Healthtech
FinSpace,Logistics,Supply Chain,Hyderabad,Matrix Partners India,Series A,1936000.0,2023-03-19,recent_2020_2025,2023,Logistics
ShareChat,Media,Social,Bengaluru,Blume Ventures,Series B,74232000.0,2022-08-11,recent_2020_2025,2022,Media
AeroAnalytics,Media,Content,Mumbai,Y Combinator,Series B,14870000.0,2025-04-10,recent_2020_2025,2025,Media
HomeAnalytics,Healthtech,Health Analytics,Delhi,Kalaari Capital,Series A,11198000.0,2023-05-25,recent_2020_2025,2023,Healthtech
CoreSpace,Retail,Fashion,Gurugram,"Accel, IFC",Series C,110486000.0,2023-10-25,recent_2020_2025,2023,Retail
EduMart,Saas,B2B SaaS,Ahmedabad,"LCatterton, Lightspeed India",Seed,938000.0,2024-08-24,recent_2020_2025,2024,SaaS
WorkPay,Enterprise,Automation,Kolkata,"Accel, Falcon Edge, Omidyar Network",Seed,319000.0,2021-02-24,recent_2020_2025,2021,Enterprise
NimbusMart,Mobility,EV,Kolkata,"Prosus Ventures, SoftBank Vision Fund",Series A,4770000.0,2023-02-18,recent_2020_2025,2023,Mobility
DataAnalytics,Enterprise,Analytics,Gurugram,"SoftBank Vision Fund, Tiger Global",Series A,3795000.0,2020-04-02,recent_2020_2025,2020,Enterprise
HealthWorks,E-Commerce,Fashion,Bengaluru,Ventures India,Seed,103000.0,2021-01-03,recent_2020_2025,2021,Ecommerce
QuantumDrive,Foodtech,Food Delivery,Chennai,"IFC, Nexus Venture Partners",Pre-Series A,528000.0,2023-10-30,recent_2020_2025,2023,Foodtech
Housejoy,Healthtech,Health Analytics,Noida,Zodius Capital,Seed,141000.0,2025-06-27,recent_2020_2025,2025,Healthtech
DataAnalytics,Consumer Electronics,Smart Home,Noida,Matrix Partners India,Pre-Series A,106000.0,2022-02-15,recent_2020_2025,2022,Consumer Electronics
FoodSolutions,Edtech,Test Prep,Bengaluru,"IFC, Ventures India",Series C,114859000.0,2022-05-08,recent_2020_2025,2022,Edtech
PhonePe,Edtech,K12,Mumbai,"Kedaara Capital, Omidyar Network",Seed,96000.0,2020-03-09,recent_2020_2025,2020,Edtech
Postman,Edtech,Test Prep,Chennai,Ventures India,Series A,12766000.0,2023-01-10,recent_2020_2025,2023,Edtech
NimbusMart,Logistics,Last Mile,Ahmedabad,"IFC, Matrix Partners India, Zodius Capital",Seed,1687000.0,2023-05-09,recent_2020_2025,2023,Logistics
HomeAnalytics,Logistics,Last Mile,Noida,"Info Edge, LCatterton, Ribbit Capital",Bridge,1461000.0,2024-12-06,recent_2020_2025,2024,Logistics
NimbusLabs_243,Saas,MarTech,Noida,"Nexus Venture Partners, Y Combinator",Seed,196000.0,2022-05-02,recent_2020_2025,2022,SaaS
FarmBox,Edtech,UpSkilling,Delhi,A91 Partners,Series C,20855000.0,2025-02-16,recent_2020_2025,2025,Edtech
SkillRise,Healthtech,Health Analytics,Gurugram,"Accel, Info Edge, Y Combinator",Seed,1535000.0,2021-11-07,recent_2020_2025,2021,Healthtech
FinFoods_246,Foodtech,Grocery,Ahmedabad,Blume Ventures,Series A,3188000.0,2024-11-24,recent_2020_2025,2024,Foodtech
GreenEdge,Enterprise,Security,Hyderabad,Peak XV,Bridge,1769000.0,2020-02-01,recent_2020_2025,2020,Enterprise
Housejoy,Media,Content,Gurugram,Kalaari Capital,Series B,72324000.0,2023-12-12,recent_2020_2025,2023,Media
MediWorks,Retail,Grocery,Chennai,SoftBank Vision Fund,Series A,10074000.0,2023-08-21,recent_2020_2025,2023,Retail
ShareChat,Mobility,EV,Kolkata,"SoftBank Vision Fund, Ventures India",Seed,148000.0,2024-01-19,recent_2020_2025,2024,Mobility
CoreFlow,Foodtech,Cloud Kitchen,Ahmedabad,Sequoia Capital India,Growth,138147000.0,2024-02-27,recent_2020_2025,2024,Foodtech
SkillRise,Edtech,UpSkilling,Gurugram,Mirae Asset,Pre-Series A,710000.0,2024-09-02,recent_2020_2025,2024,Edtech
BlueSpace,Enterprise,Security,Kolkata,Blume Ventures,Series A,2359000.0,2024-02-09,recent_2020_2025,2024,Enterprise
NeoLabs,Mobility,Micro Mobility,Bengaluru,Peak XV,Series A,1582000.0,2024-09-14,recent_2020_2025,2024,Mobility
Postman,Retail,E-Retail,Chennai,Tiger Global,Seed,390000.0,2023-07-15,recent_2020_2025,2023,Retail
WorkPay_256,Mobility,EV,Pune,"LCatterton, Peak XV, Prosus Ventures",Seed,1580000.0,2023-07-30,recent_2020_2025,2023,Mobility
PhonePe,Fintech,NeoBank,Noida,"Falcon Edge, Kedaara Capital",Pre-Series A,497000.0,2020-02-04,recent_2020_2025,2020,Fintech
SmartTech_258,Enterprise,Automation,Chennai,Accel,Series C,93643000.0,2025-02-06,recent_2020_2025,2025,Enterprise
Wakefit,Mobility,Ride Sharing,Gurugram,Zodius Capital,Seed,72000.0,2022-12-14,recent_2020_2025,2022,Mobility
NextStack,E-Commerce,D2C,Chennai,"IFC, Lightspeed India, Prosus Ventures",Series A,5288000.0,2021-05-13,recent_2020_2025,2021,Ecommerce
GreenMart,Foodtech,Food Delivery,Noida,Kedaara Capital,Series A,14601000.0,2023-07-28,recent_2020_2025,2023,Foodtech
WorkFit,Foodtech,Grocery,Pune,LCatterton,Series A,1461000.0,2024-10-23,recent_2020_2025,2024,Foodtech
Razorpay,Edtech,K12,Ahmedabad,Prosus Ventures,Series A,4070000.0,2020-04-05,recent_2020_2025,2020,Edtech
QuantumSolutions,Agritech,Marketplace,Bengaluru,Sequoia Capital India,Seed,1272000.0,2024-10-07,recent_2020_2025,2024,Agritech
FarmTech,Retail,Fashion,Chennai,A91 Partners,Angel,46000.0,2021-09-04,recent_2020_2025,2021,Retail
UrbanDrive,Mobility,EV,Chennai,"Falcon Edge, Kedaara Capital, Tiger Global Management",Series C,132064000.0,2020-10-13,recent_2020_2025,2020,Mobility
Udaan,E-Commerce,Fashion,Gurugram,"Peak XV, Ventures India",Series D,252031000.0,2021-11-28,recent_2020_2025,2021,Ecommerce
AutoMart,Saas,B2B SaaS,Hyderabad,"A91 Partners, Lightspeed India",Series C,52945000.0,2022-07-11,recent_2020_2025,2022,SaaS
UrbanSolutions,Realestate,Rental Tech,Chennai,Bessemer Venture Partners,Seed,148000.0,2023-06-20,recent_2020_2025,2023,Real Estate
Groww,E-Commerce,D2C,Delhi,"Blume Ventures, Kalaari Capital, Y Combinator",Pre-Series A,645000.0,2024-05-24,recent_2020_2025,2024,Ecommerce
Bounce,Fintech,WealthTech,Kolkata,Nexus Venture Partners,Pre-Series A,646000.0,2021-07-06,recent_2020_2025,2021,Fintech
DataEdge,Mobility,Micro Mobility,Noida,Y Combinator,Pre-Series A,736000.0,2020-02-23,recent_2020_2025,2020,Mobility
Bounce,Agritech,Marketplace,Pune,Kalaari Capital,Growth,556750000.0,2020-01-26,recent_2020_2025,2020,Agritech
WorkFit,Mobility,Ride Sharing,Ahmedabad,"Blume Ventures, Matrix Partners India",Series A,3994000.0,2023-11-04,recent_2020_2025,2023,Mobility
NextStack,E-Commerce,Marketplace,Chennai,"Bessemer Venture Partners, Y Combinator",Seed,318000.0,2021-09-05,recent_2020_2025,2021,Ecommerce
LogiMart,Consumer Electronics,Smart Home,Ahmedabad,Elevation Capital,Seed,950000.0,2020-08-07,recent_2020_2025,2020,Consumer Electronics
AutoMart,Agritech,Smart Farming,Pune,"Nexus Venture Partners, SoftBank Vision Fund, Tiger Global Management",Series A,5813000.0,2022-05-31,recent_2020_2025,2022,Agritech
CloudPay,Healthtech,Health Analytics,Pune,"A91 Partners, Matrix Partners India, Mirae Asset",Seed,666000.0,2023-11-24,recent_2020_2025,2023,Healthtech
UrbanSolutions,Retail,Grocery,Pune,Omidyar Network,Seed,942000.0,2023-02-28,recent_2020_2025,2023,Retail
BlueTech,Mobility,Ride Sharing,Kolkata,"Bessemer Venture Partners, Zodius Capital",Bridge,1333000.0,2021-03-05,recent_2020_2025,2021,Mobility
CRED,Enterprise,Security,Kolkata,Matrix Partners India,Seed,174000.0,2021-09-12,recent_2020_2025,2021,Enterprise
HyperLoop,Retail,Grocery,Mumbai,"Falcon Edge, Omidyar Network",Series A,2765000.0,2023-05-09,recent_2020_2025,2023,Retail
QuantumDrive,Retail,Grocery,Noida,Accel,Series A,1290000.0,2025-02-15,recent_2020_2025,2025,Retail
LogiMart,Saas,DevTools,Ahmedabad,"Ribbit Capital, SoftBank Vision Fund, Tiger Global Management",Pre-Seed,76000.0,2023-08-14,recent_2020_2025,2023,SaaS
Paytm,E-Commerce,Quick Commerce,Mumbai,"A91 Partners, Falcon Edge, Omidyar Network",Seed,57000.0,2022-11-11,recent_2020_2025,2022,Ecommerce
EduMart,Consumer Electronics,Smart Home,Ahmedabad,Tiger Global Management,Series B,18181000.0,2020-11-04,recent_2020_2025,2020,Consumer Electronics
AgriHive,Foodtech,Cloud Kitchen,Mumbai,Y Combinator,Series D,174427000.0,2024-02-04,recent_2020_2025,2024,Foodtech
DataHive,Edtech,Coding Bootcamp,Pune,"Elevation Capital, Kedaara Capital, SoftBank Vision Fund",Series A,2173000.0,2022-06-16,recent_2020_2025,2022,Edtech
Porter,Fintech,WealthTech,Mumbai,"Blume Ventures, Matrix Partners India",Series B,25728000.0,2020-12-02,recent_2020_2025,2020,Fintech
DriveLoop,Edtech,Coding Bootcamp,Delhi,"Kalaari Capital, Ventures India",Seed,56000.0,2023-09-08,recent_2020_2025,2023,Edtech
BlueRise,Foodtech,Food Delivery,Bengaluru,Ventures India,Series B,5546000.0,2021-02-25,recent_2020_2025,2021,Foodtech
Byju's,Agritech,Supply Chain,Noida,Info Edge,Seed,1040000.0,2021-10-29,recent_2020_2025,2021,Agritech
CureFit,Realestate,Home Services,Noida,Kalaari Capital,Bridge,189000.0,2021-10-03,recent_2020_2025,2021,Real Estate
Porter,Saas,HRTech,Kolkata,"Elevation Capital, Kedaara Capital, Omidyar Network",Series A,1411000.0,2024-07-24,recent_2020_2025,2024,SaaS
WorkFit,Saas,B2B SaaS,Gurugram,Kedaara Capital,Seed,343000.0,2021-01-09,recent_2020_2025,2021,SaaS
UrbanDrive,Healthtech,Health Analytics,Chennai,"Kedaara Capital, Ribbit Capital",Seed,856000.0,2023-07-25,recent_2020_2025,2023,Healthtech
NoBroker,Mobility,Ride Sharing,Kolkata,Zodius Capital,Seed,111000.0,2021-01-18,recent_2020_2025,2021,Mobility
Udaan,Enterprise,Security,Bengaluru,"Falcon Edge, Tiger Global Management",Series A,5402000.0,2021-02-03,recent_2020_2025,2021,Enterprise
NimbusLabs,Consumer Electronics,Wearables,Kolkata,"Sequoia Capital India, Ventures India",Series A,1260000.0,2020-06-18,recent_2020_2025,2020,Consumer Electronics
Cars24,Fintech,WealthTech,Gurugram,"A91 Partners, Bessemer Venture Partners",Series A,1150000.0,2020-12-10,recent_2020_2025,2020,Fintech
NimbusLabs,E-Commerce,Grocery,Mumbai,A91 Partners,Seed,355000.0,2023-01-17,recent_2020_2025,2023,Ecommerce
Razorpay,Retail,Fashion,Kolkata,Ventures India,Series A,4324000.0,2022-05-20,recent_2020_2025,2022,Retail
LogiMart,Fintech,InsurTech,Hyderabad,Info Edge,Seed,525000.0,2024-07-30,recent_2020_2025,2024,Fintech
Housejoy,Retail,E-Retail,Gurugram,"Kedaara Capital, Ribbit Capital, Y Combinator",Series C,142883000.0,2023-04-19,recent_2020_2025,2023,Retail
Dream11,Agritech,Supply Chain,Gurugram,A91 Partners,Series C,281010000.0,2024-07-07,recent_2020_2025,2024,Agritech
QuantumSolutions,Healthtech,Pharmacy,Hyderabad,"Prosus Ventures, Tiger Global Management",Seed,336000.0,2021-07-01,recent_2020_2025,2021,Healthtech
Wakefit,Healthtech,Health Analytics,Bengaluru,"IFC, Matrix Partners India, Nexus Venture Partners",Debt,744000.0,2024-11-10,recent_2020_2025,2024,Healthtech
AgriSense,Retail,Fashion,Chennai,"Info Edge, Kalaari Capital, Matrix Partners India",Series A,8614000.0,2023-03-28,recent_2020_2025,2023,Retail
Bounce,Foodtech,Grocery,Hyderabad,Info Edge,Series B,10595000.0,2024-12-01,recent_2020_2025,2024,Foodtech
Myntra,Saas,B2B SaaS,Mumbai,"Prosus Ventures, Tiger Global, Y Combinator",Series B,16887000.0,2022-07-27,recent_2020_2025,2022,SaaS
AutoMart,Foodtech,Cloud Kitchen,Kolkata,SoftBank Vision Fund,Seed,67000.0,2024-08-23,recent_2020_2025,2024,Foodtech
LogiSense,Consumer Electronics,Wearables,Bengaluru,"Peak XV, Sequoia Capital India",Pre-Seed,21000.0,2023-07-06,recent_2020_2025,2023,Consumer Electronics
NextSense,Fintech,InsurTech,Gurugram,IFC,Debt,39642000.0,2025-02-05,recent_2020_2025,2025,Fintech
Oyo,Healthtech,Pharmacy,Mumbai,Y Combinator,Series B,50768000.0,2021-05-27,recent_2020_2025,2021,Healthtech
Dream11,Fintech,InsurTech,Hyderabad,Info Edge,Series B,34436000.0,2024-03-26,recent_2020_2025,2024,Fintech
Bounce,Media,Social,Bengaluru,Omidyar Network,Seed,226000.0,2020-06-08,recent_2020_2025,2020,Media
Ola,Fintech,Payments,Pune,"Kedaara Capital, Mirae Asset",Series C,31977000.0,2024-10-27,recent_2020_2025,2024,Fintech
HomeFoods,Media,Social,Mumbai,Nexus Venture Partners,Seed,89000.0,2024-12-09,recent_2020_2025,2024,Media
HyperSpace,Realestate,PropTech,Mumbai,"Info Edge, Ribbit Capital",Series A,1969000.0,2020-01-18,recent_2020_2025,2020,Real Estate
Meesho,Realestate,Rental Tech,Delhi,"Info Edge, LCatterton, Lightspeed India",Angel,26000.0,2023-06-15,recent_2020_2025,2023,Real Estate
FinSense,Agritech,Marketplace,Chennai,Bessemer Venture Partners,Pre-Series A,518000.0,2022-05-29,recent_2020_2025,2022,Agritech
LogiMart,E-Commerce,Marketplace,Noida,"Elevation Capital, Peak XV",Series A,5977000.0,2024-01-16,recent_2020_2025,2024,Ecommerce
GrowthFlow,Realestate,Home Services,Gurugram,Ventures India,Series A,2134000.0,2022-11-09,recent_2020_2025,2022,Real Estate
Urban Company,Realestate,PropTech,Gurugram,Mirae Asset,Series A,13274000.0,2020-08-18,recent_2020_2025,2020,Real Estate
Groww,Mobility,Ride Sharing,Pune,"A91 Partners, IFC",Angel,46000.0,2020-09-27,recent_2020_2025,2020,Mobility
Mobikwik,Mobility,Micro Mobility,Delhi,Sequoia Capital India,Series C,89743000.0,2025-05-08,recent_2020_2025,2025,Mobility
CRED,Fintech,WealthTech,Gurugram,"Falcon Edge, Ribbit Capital",Pre-Seed,82000.0,2020-05-03,recent_2020_2025,2020,Fintech
AeroAnalytics,Foodtech,Grocery,Chennai,"Elevation Capital, Ribbit Capital",Seed,235000.0,2023-01-03,recent_2020_2025,2023,Foodtech
FreshTech_329,Edtech,K12,Noida,"Ribbit Capital, Ventures India",Seed,125000.0,2023-04-16,recent_2020_2025,2023,Edtech
FreshTech,Media,Social,Bengaluru,"Nexus Venture Partners, Omidyar Network",Seed,186000.0,2025-03-08,recent_2020_2025,2025,Media
NimbusMart,Media,Streaming,Delhi,Kedaara Capital,Seed,819000.0,2023-12-20,recent_2020_2025,2023,Media
BharatPe,Consumer Electronics,Wearables,Noida,"Matrix Partners India, Ventures India, Y Combinator",Series A,1040000.0,2024-08-11,recent_2020_2025,2024,Consumer Electronics
NextStack,E-Commerce,Quick Commerce,Pune,"Kedaara Capital, Tiger Global",Series C,27387000.0,2021-07-11,recent_2020_2025,2021,Ecommerce
Dunzo,Consumer Electronics,Wearables,Noida,Blume Ventures,Pre-Series A,111000.0,2022-10-20,recent_2020_2025,2022,Consumer Electronics
Zomato,Agritech,Marketplace,Mumbai,Tiger Global,Seed,58000.0,2022-11-08,recent_2020_2025,2022,Agritech
UrbanStack,Consumer Electronics,Wearables,Chennai,A91 Partners,Angel,65000.0,2021-01-01,recent_2020_2025,2021,Consumer Electronics
QuantumDrive,Edtech,Coding Bootcamp,Pune,"Falcon Edge, Y Combinator",Seed,670000.0,2020-06-08,recent_2020_2025,2020,Edtech
Udaan,Healthtech,Diagnostics,Noida,"Mirae Asset, Tiger Global",Debt,1904000.0,2025-05-07,recent_2020_2025,2025,Healthtech
HealthAnalytics,Logistics,Supply Chain,Mumbai,Lightspeed India,Series A,1303000.0,2020-01-17,recent_2020_2025,2020,Logistics
Oyo,Media,Streaming,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series A,3786000.0,2023-04-26,recent_2020_2025,2023,Media
HomeMart,Foodtech,Cloud Kitchen,Gurugram,"IFC, Peak XV, Sequoia Capital India",Series A,3605000.0,2023-07-26,recent_2020_2025,2023,Foodtech
UrbanSolutions,Media,Content,Mumbai,"Mirae Asset, Tiger Global",Seed,95000.0,2021-05-02,recent_2020_2025,2021,Media
SmartCare,E-Commerce,Quick Commerce,Gurugram,"Kedaara Capital, Y Combinator",Angel,18000.0,2022-11-30,recent_2020_2025,2022,Ecommerce
WorkFit,Mobility,Ride Sharing,Chennai,Info Edge,Seed,217000.0,2023-03-08,recent_2020_2025,2023,Mobility
LogiSense,Logistics,Supply Chain,Chennai,SoftBank Vision Fund,Series B,27576000.0,2024-02-15,recent_2020_2025,2024,Logistics
SkillFlow,Edtech,K12,Ahmedabad,Info Edge,Seed,521000.0,2020-08-04,recent_2020_2025,2020,Edtech
HyperLabs,Mobility,EV,Gurugram,IFC,Series A,1131000.0,2022-08-06,recent_2020_2025,2022,Mobility
Bounce,Healthtech,Pharmacy,Ahmedabad,Nexus Venture Partners,Pre-Seed,47000.0,2024-09-07,recent_2020_2025,2024,Healthtech
LogiMart,Foodtech,Grocery,Bengaluru,Sequoia Capital India,Series B,28352000.0,2021-06-16,recent_2020_2025,2021,Foodtech
CoreConnect,Mobility,Micro Mobility,Noida,Bessemer Venture Partners,Seed,320000.0,2022-08-04,recent_2020_2025,2022,Mobility
FinSense,Fintech,Lending,Delhi,Prosus Ventures,Seed,1178000.0,2022-03-31,recent_2020_2025,2022,Fintech
WorkFit,Logistics,Last Mile,Bengaluru,"Info Edge, LCatterton, Nexus Venture Partners",Debt,5995000.0,2021-02-08,recent_2020_2025,2021,Logistics
FreshBox,Consumer Electronics,Audio,Delhi,"Kalaari Capital, Prosus Ventures, Sequoia Capital India",Angel,8000.0,2022-06-06,recent_2020_2025,2022,Consumer Electronics
NoBroker,Saas,DevTools,Delhi,Sequoia Capital India,Seed,65000.0,2022-07-02,recent_2020_2025,2022,SaaS
HomeMart,Consumer Electronics,Wearables,Noida,Y Combinator,Series A,5696000.0,2020-06-28,recent_2020_2025,2020,Consumer Electronics
QuantumDrive,Retail,Fashion,Gurugram,"Bessemer Venture Partners, Tiger Global Management",Series B,5381000.0,2024-06-30,recent_2020_2025,2024,Retail
Licious,Consumer Electronics,Smart Home,Kolkata,"Elevation Capital, SoftBank Vision Fund",Seed,434000.0,2023-03-04,recent_2020_2025,2023,Consumer Electronics
GrowthFlow,Edtech,Test Prep,Hyderabad,"Omidyar Network, Y Combinator",Seed,1604000.0,2022-08-24,recent_2020_2025,2022,Edtech
